Fraud,ID,Status ,Age,Sex,Race,Hispanic,Education,HigherEducation,Employment,Monthly_income,Annual_Income,Marital_Status,Years_Married,Children,Previously_Married,Citizenship,Address,City,State,Zip_Code,Previously_Denied_Visa,Foreign_Residence_Requirement,History_of_Crime,Expiration_Date_of_Passport,Date_of_Marriage,Expired_Passport_Marriage,Spouse_DOB,Spouse_Status,Spouse_Sex,Spouse_Age,Spouse_Annual_Income,Spouse_History_of_Crime
No,458-171-861,Immigrant,22,M,Asian ,No,12th grade,No,FT,"$11,369","$136,428 ",Married,7,1,No,United States,719 Vernon Ave ,Norman,CA,91776,No,No,Yes,7/15/2020,2/2/2022,Yes,5/14/1998,US Citizen,F,23,"$149,448.00",No
No,934-720-808,US Citizen,48,M,Asian ,No,BA,Yes,FT,"$5,522","$66,264 ",Married,15,5,Yes,United States,8968 Thomont St,Westfield,FL,33010,No,Yes,Yes,12/9/2023,8/29/2016,No,10/31/1988,Immigrant,F,33,"$150,624.00",No
No,863-215-296,US Citizen,35,F,White,No,12th grade,No,FT,"$16,941","$203,292 ",Married,2,0,Yes,Dominican Republic,1 Ralf Ave ,Scott,NJ,7660,No,No,Yes,4/5/2019,2/17/2020,Yes,6/6/1983,Immigrant,M,38,"$94,644.00",Yes
No,926-101-355,Immigrant,33,M,White,No,BA,Yes,FT,"$16,764","$201,168 ",Married,1,3,Yes,United States,22 South Jeoad ,Yorktown,FL,32254,No,Yes,Yes,11/29/2023,5/10/2022,No,4/24/1992,US Citizen,F,29,"$94,920.00",No
No,282-952-470,US Citizen,47,M,White,No,MA,Yes,FT,"$14,390","$172,680 ",Married,4,5,Yes,United States,76 State St #38,Scotton,FL,33010,No,No,Yes,2/2/2023,9/29/2025,Yes,12/31/1982,Immigrant,F,39,"$162,324.00",Yes
No,215-575-128,Immigrant,30,F,White,No,12th grade,No,FT,"$13,407","$160,884 ",Married,7,1,Yes,United States,55713 Lakestone St ,Coerry Hill,IA,50315,No,No,Yes,5/19/2023,1/26/2021,No,7/23/1979,US Citizen,M,42,"$174,720.00",No
No,300-514-340,US Citizen,47,F,White,No,BA,Yes,FT,"$14,382","$172,584 ",Married,11,1,Yes,United States,2 Flynn Rd,Williamsport,NJ,8611,No,No,Yes,7/13/2020,1/9/2025,Yes,9/10/1991,Immigrant,M,30,"$142,392.00",Yes
No,867-480-338,Immigrant,40,M,White,No,GED,No,FT,"$5,879","$70,548 ",Married,10,5,Yes,United States,406 Bank Avenue ,Boston,CA,7611,Yes,No,Yes,7/6/2024,9/4/2025,Yes,8/19/1989,US Citizen,F,32,"$92,796.00",No
No,237-936-188,US Citizen,24,M,Asian ,No,BA,Yes,FT,"$10,884","$130,608 ",Married,5,2,Yes,United States,3 Sycamore St ,Pearl,IN,46804,No,No,Yes,3/30/2024,9/14/2018,No,6/14/1978,Immigrant,F,43,"$142,464.00",Yes
No,425-452-689,US Citizen,46,M,White,No,12th grade,No,FT,"$12,779","$153,348 ",Married,9,5,Yes,United States,61734 E Main St,East Stroudsburg,FL,33010,No,Yes,Yes,3/5/2017,4/20/2022,Yes,8/2/1989,Immigrant,F,32,"$199,932.00",Yes
No,790-658-382,US Citizen,42,M,White,No,MA,Yes,FT,"$8,209","$98,508 ",Married,12,2,Yes,United States,4 Gulf St ,Reatts City,NV,89701,No,No,No,9/15/2020,12/20/2016,No,2/23/1994,Immigrant,F,27,"$130,608.00",Yes
No,917-459-724,Immigrant,36,M,White,No,MA,Yes,FT,"$8,202","$98,424 ",Married,15,2,No,United States,3270 Lake Stth Ave,Massapequa,MA,18030,No,No,Yes,8/30/2023,11/26/2024,Yes,3/22/1977,US Citizen,F,44,"$145,248.00",No
No,484-886-702,Immigrant,40,M,White,No,GED,No,FT,"$6,272","$75,264 ",Married,8,0,No,Cuba,69 Lake Lakeport Street ,Newark,NJ,4900,No,No,Yes,2/14/2025,3/21/2020,No,6/24/1982,US Citizen,F,39,"$144,204.00",No
No,957-935-368,US Citizen,47,F,White,No,BA,Yes,FT,"$15,421","$185,052 ",Married,13,2,Yes,United States,517 Willct Street ,Newark,CA,90020,No,Yes,No,5/23/2023,2/5/2019,No,5/4/1986,Immigrant,M,35,"$166,608.00",No
No,479-761-483,US Citizen,35,F,White,No,BA,Yes,FT,"$15,530","$186,360 ",Married,6,0,No,El Salvador,926 Li River Drive ,Orlisterstown,NJ,7660,No,No,Yes,12/2/2020,9/8/2024,Yes,3/13/1979,Immigrant,M,42,"$115,860.00",Yes
No,165-579-613,US Citizen,35,M,White,No,BA,Yes,FT,"$6,808","$81,696 ",Married,1,0,Yes,United States,2500 Pringle Rd Se #508,Coilwaukee,NJ,46804,No,Yes,Yes,9/7/2022,10/26/2018,No,10/6/1997,Immigrant,F,24,"$203,820.00",Yes
No,741-181-599,Immigrant,41,M,Asian ,No,GED,No,FT,"$13,669","$164,028 ",Married,9,4,Yes,United States,60480 Old Us Highway 51,Providence,FL,33010,No,No,Yes,12/23/2024,4/9/2021,No,10/18/1984,US Citizen,F,37,"$66,540.00",No
No,975-838-370,Immigrant,52,F,Asian ,No,12th grade,No,FT,"$8,274","$99,288 ",Married,1,3,Yes,Mexico,7708 Eagle Lane ,Leerland Park,TX,79109,No,No,Yes,11/24/2017,9/10/2024,Yes,1/25/1991,US Citizen,M,30,"$68,364.00",No
No,883-134-505,Immigrant,32,M,White,No,GED,No,FT,"$5,665","$67,980 ",Married,11,1,Yes,United States,7626 Arlington Pl #824,Garden City,IA,50322,Yes,No,Yes,7/10/2017,5/22/2017,No,6/20/1989,US Citizen,F,32,"$94,380.00",No
No,881-590-498,US Citizen,43,M,White,No,GED,No,FT,"$15,791","$189,492 ",Married,12,5,Yes,Cuba,33 Grant Whitman Street ,Newark,NJ,7660,No,No,Yes,4/7/2020,2/1/2020,No,10/9/1987,Immigrant,F,34,"$104,292.00",Yes
No,986-240-543,Immigrant,32,F,White,No,MA,Yes,FT,"$5,123","$61,476 ",Married,6,5,Yes,Cuba,5317 E Rd12nd Ave,Collierville,NJ,7660,No,No,Yes,6/25/2024,8/29/2016,No,3/22/1996,US Citizen,M,25,"$77,004.00",No
No,189-426-320,US Citizen,48,F,Asian ,No,BA,Yes,FT,"$16,426","$197,112 ",Married,9,3,No,United States,4 E Coloral Ave,Bloomington,IN,46804,No,No,Yes,2/20/2024,1/17/2025,Yes,2/13/1977,Immigrant,M,44,"$145,836.00",Yes
No,750-101-360,Immigrant,38,F,Asian ,No,GED,No,FT,"$10,923","$131,076 ",Married,3,5,Yes,Mexico,7 Pub Farm Road ,Cheshire,CA,50315,No,Yes,No,3/24/2022,12/23/2018,No,10/29/1981,US Citizen,M,40,"$60,096.00",No
No,183-964-841,US Citizen,54,F,Asian ,No,BA,Yes,FT,"$5,237","$62,844 ",Married,14,5,Yes,United States,1 New Blvd #9 E Elmway Rd,San Francisco,OH,45324,No,No,Yes,7/26/2017,7/29/2016,No,6/24/1996,Immigrant,M,25,"$153,876.00",No
No,295-988-674,US Citizen,24,F,Asian ,No,BA,Yes,FT,"$5,333","$63,996 ",Married,3,4,Yes,United States,2 Flyn E Rd Se #506th Road ,Napa Locka,IA,50322,No,Yes,No,9/28/2024,9/22/2024,No,8/26/1977,Immigrant,M,44,"$163,020.00",Yes
No,990-433-483,US Citizen,32,F,White,No,HS,No,FT,"$7,288","$87,456 ",Married,12,0,No,United States,18 Elmwood Ave,Chesterfield,CA,91776,No,Yes,Yes,10/12/2022,8/27/2016,No,11/2/1976,Immigrant,M,45,"$154,212.00",Yes
No,831-281-103,Immigrant,48,F,White,No,MA,Yes,FT,"$14,721","$176,652 ",Married,12,3,Yes,Dominican Republic,5386 St,Muscatine,CA,91776,No,Yes,Yes,6/10/2021,8/18/2019,No,4/24/1980,US Citizen,M,41,"$65,604.00",No
No,230-233-854,US Citizen,32,,White,No,12th grade,No,FT,"$16,905","$202,860 ",Married,3,2,Yes,Dominican Republic,How Red Hill St ,Newgo,IA,50315,No,No,Yes,11/2/2024,1/23/2020,No,7/26/1998,Immigrant,M,23,"$173,904.00",Yes
No,885-170-206,US Citizen,31,F,Asian ,No,GED,No,FT,"$6,802","$81,624 ",Married,5,5,Yes,United States,76 Second St,Jacksonville,IA,50701,No,No,Yes,11/8/2018,2/3/2021,Yes,11/12/1971,Immigrant,M,50,"$180,192.00",No
No,807-517-240,US Citizen,30,F,White,No,HS,No,FT,"$8,800","$105,600 ",Married,14,0,Yes,United States,71 San Mateo Ave,Brook Park,TX,76301,Yes,No,Yes,6/28/2020,12/30/2016,No,10/17/1974,Immigrant,M,47,"$81,216.00",Yes
No,510-517-523,Immigrant,31,F,Asian ,No,BA,Yes,FT,"$12,832","$153,984 ",Married,0,5,Yes,United States,808ell Ave,Alpharetta,TX,79109,No,Yes,No,6/30/2016,5/30/2016,No,10/7/1978,US Citizen,M,43,"$126,408.00",No
No,548-419-840,US Citizen,48,F,Asian ,No,BA,Yes,FT,"$16,532","$198,384 ",Married,14,0,Yes,Dominican Republic,36 Plymouth St ,Fairptune,OH,45324,Yes,No,Yes,7/27/2017,9/6/2016,No,11/8/1984,Immigrant,M,37,"$88,740.00",Yes
No,870-998-224,Immigrant,47,F,White,No,GED,No,FT,"$9,690","$116,280 ",Married,2,2,No,United States,9 E College Ave,Providence,IN,50322,No,Yes,No,1/6/2019,7/15/2020,Yes,3/17/1993,US Citizen,M,28,"$185,772.00",No
No,833-374-175,US Citizen,53,F,White,No,GED,No,FT,"$12,446","$149,352 ",Married,3,2,No,United States,7289 Wood St,Flemington,CA,91776,No,No,Yes,5/28/2023,1/7/2016,No,5/7/1977,Immigrant,M,44,"$172,416.00",Yes
No,977-917-704,US Citizen,39,M,White,No,12th grade,No,FT,"$6,077","$72,924 ",Married,11,4,Yes,United States,26 Linden St ,Boonroe,FL,32254,No,No,No,12/6/2019,11/11/2020,Yes,5/24/1985,Immigrant,F,36,"$90,432.00",Yes
No,269-575-884,US Citizen,31,F,White,No,HS,No,FT,"$9,770","$117,240 ",Married,2,2,Yes,United States,416 N. Brookside Street ,Smithfield,PA,32216,No,No,No,11/22/2021,6/7/2016,No,6/4/1986,Immigrant,M,35,"$61,704.00",Yes
No,137-968-555,US Citizen,55,M,White,No,BA,Yes,FT,"$6,089","$73,068 ",Married,8,4,No,Cuba,10410 Harrison St ,Gardena,NJ,7660,No,No,Yes,5/28/2025,10/3/2024,No,2/27/1985,Immigrant,F,36,"$69,852.00",No
No,498-211-607,US Citizen,30,M,Asian ,No,12th grade,No,FT,"$14,554","$174,648 ",Married,5,5,Yes,United States,223 N. Newport Road ,Smithfield,MA,18030,Yes,No,Yes,8/27/2021,1/5/2023,Yes,1/30/1988,Immigrant,F,33,"$200,544.00",Yes
No,496-114-368,US Citizen,24,M,White,No,GED,No,FT,"$14,058","$168,696 ",Married,9,1,Yes,Mexico,76286 Pigle St ,San Jose,FL,33010,No,No,Yes,3/11/2017,12/21/2018,Yes,6/30/1973,Immigrant,F,48,"$64,644.00",No
No,172-615-899,US Citizen,42,F,White,No,GED,No,FT,"$10,769","$129,228 ",Married,6,1,No,United States,22 Spruce St ,Irving,FL,32254,No,No,No,6/9/2024,2/11/2021,No,8/25/1983,Immigrant,M,38,"$163,836.00",Yes
No,930-944-794,US Citizen,26,M,Asian ,No,12th grade,No,FT,"$5,576","$66,912 ",Married,10,5,No,Dominican Republic,9102 Southampton Rd ,Fairbank,IN,46804,No,Yes,Yes,9/14/2017,4/26/2020,Yes,8/26/1994,Immigrant,F,27,"$201,660.00",No
No,623-585-885,Immigrant,48,M,Asian ,No,GED,No,FT,"$14,282","$171,384 ",Married,1,5,No,United States,36 Hwy #2 Rket Court ,Ro Cajon,OH,45324,No,No,Yes,6/19/2023,8/20/2020,No,11/11/1987,US Citizen,F,34,"$194,052.00",No
No,943-362-392,Immigrant,22,F,Asian ,No,BA,Yes,FT,"$16,268","$195,216 ",Married,4,5,Yes,United States,9290 Sw Amherst St ,Orleville,NJ,8611,No,Yes,No,10/6/2023,6/20/2019,No,12/1/1971,US Citizen,M,50,"$144,096.00",No
No,464-408-483,US Citizen,42,M,Asian ,No,BA,Yes,FT,"$5,173","$62,076 ",Married,12,2,Yes,Cuba,322 News Creek Drive ,Tampa,CA,90016,No,No,Yes,4/9/2021,11/10/2024,Yes,3/20/1988,Immigrant,F,33,"$103,956.00",Yes
No,891-582-951,Immigrant,31,F,Asian ,No,BA,Yes,FT,"$10,458","$125,496 ",Married,0,0,No,United States,7 Huey P Long Ave,Coilwaukee,IA,50315,No,Yes,No,7/13/2025,8/25/2022,No,8/25/1980,US Citizen,M,41,"$113,472.00",No
No,668-998-547,Immigrant,36,F,Asian ,No,12th grade,No,FT,"$7,059","$84,708 ",Married,10,1,No,United States,81 Edgewater St ,Naugatuck,IA,50701,No,Yes,Yes,7/1/2016,5/13/2017,Yes,11/24/1992,US Citizen,M,29,"$162,840.00",No
No,561-941-663,Immigrant,34,F,Asian ,No,GED,No,FT,"$12,964","$155,568 ",Married,7,3,Yes,United States,228 E. Fawn St ,Upland,AL,18015,No,No,No,3/10/2025,10/21/2018,No,8/7/1977,US Citizen,M,44,"$119,736.00",No
No,969-864-149,US Citizen,25,F,Asian ,No,GED,No,FT,"$10,219","$122,628 ",Married,6,4,Yes,United States,7068 Temple Court ,Philadelphia,IA,50701,No,No,Yes,2/1/2019,2/17/2016,No,1/16/1996,Immigrant,M,25,"$156,960.00",No
No,989-524-722,Immigrant,44,F,White,No,GED,No,FT,"$7,937","$95,244 ",Married,9,2,Yes,United States,8926 Lilac Drive ,Webward,NJ,7660,No,No,Yes,9/30/2019,8/22/2023,Yes,5/14/1998,US Citizen,M,23,"$90,684.00",No
No,414-579-904,US Citizen,26,M,Asian ,No,12th grade,No,FT,"$11,259","$135,108 ",Divorced,6,5,Yes,Dominican Republic,33 Ryan Ave,Abilene,IA,50315,No,No,Yes,10/24/2022,9/29/2019,No,1/4/1980,Immigrant,F,41,"$82,428.00",Yes
No,361-773-197,Immigrant,44,F,White,No,GED,No,FT,"$13,742","$164,904 ",Married,7,1,Yes,United States,288 Birchponme St ,Miami,CA,91776,No,No,Yes,3/18/2016,12/23/2021,Yes,8/22/1979,US Citizen,M,42,"$198,984.00",No
No,366-848-986,Immigrant,35,M,Asian ,No,GED,No,FT,"$15,101","$181,212 ",Married,2,3,Yes,Cuba,30 2 E 15th St,Cambridge,FL,32254,No,No,Yes,4/17/2019,1/28/2024,Yes,9/13/1978,US Citizen,F,43,"$108,876.00",No
No,231-210-675,Immigrant,23,M,Asian ,No,HS,No,FT,"$13,948","$167,376 ",Married,1,4,No,United States,52 Mountainview Ave ,Sameoville,CA,91776,No,No,Yes,4/3/2017,10/17/2019,Yes,4/7/1979,US Citizen,F,42,"$176,088.00",No
No,130-132-724,Immigrant,49,M,White,No,MA,Yes,FT,"$8,337","$100,044 ",Married,6,4,Yes,United States,917 Green Hillfield Lane ,Anchorage,NJ,7660,Yes,No,Yes,2/25/2018,8/21/2020,Yes,11/26/1973,US Citizen,F,48,"$140,112.00",No
No,953-981-326,Immigrant,49,F,Asian ,No,12th grade,No,FT,"$8,537","$102,444 ",Married,13,5,No,United States,780 N 2nd St #60,Phoenix,NJ,8611,Yes,No,Yes,12/2/2024,4/15/2016,No,3/2/1991,US Citizen,M,30,"$130,632.00",No
No,993-178-619,Immigrant,34,M,Asian ,No,HS,No,FT,"$16,126","$193,512 ",Married,2,2,Yes,Mexico,4 Kohler Memorial Dr,South Bend,OH,44324,No,Yes,No,4/12/2017,5/13/2021,Yes,3/26/1992,US Citizen,F,29,"$88,776.00",No
No,176-575-943,US Citizen,29,M,Asian ,No,12th grade,No,FT,"$12,578","$150,936 ",Married,0,3,Yes,Cuba,61 N. Wentworth Drive ,Escondido,OH,45324,No,No,Yes,2/25/2022,12/4/2019,No,5/31/1989,Immigrant,F,32,"$193,860.00",Yes
No,355-781-631,US Citizen,24,F,White,No,BA,Yes,FT,"$15,255","$183,060 ",Married,13,0,Yes,United States,9290 North Amherst Avenue ,Hollis,NJ,8611,No,Yes,No,9/17/2019,3/21/2017,No,9/12/1986,Immigrant,M,35,"$79,416.00",Yes
No,687-274-141,Immigrant,32,F,Asian ,No,HS,No,FT,"$10,717","$128,604 ",Married,9,2,Yes,United States,69734 E  th St,Coaousteack,VA,22102,No,Yes,Yes,3/15/2023,3/24/2021,No,6/1/1980,US Citizen,M,41,"$177,756.00",No
No,887-484-676,Immigrant,55,M,Asian ,No,MA,Yes,FT,"$5,631","$67,572 ",Married,13,5,No,Cuba,55868 Dorraph Rd ,Menomonees,MA,18030,Yes,Yes,Yes,9/7/2021,8/27/2022,Yes,6/6/1977,US Citizen,F,44,"$100,020.00",No
No,375-997-955,Immigrant,51,F,White,No,BA,Yes,FT,"$8,957","$107,484 ",Married,10,4,Yes,United States,240 Southern Blvd,Mcdonough,MA,18030,No,No,Yes,10/31/2016,11/6/2019,Yes,7/16/1975,US Citizen,M,46,"$165,864.00",No
No,829-816-664,US Citizen,41,F,White,No,BA,Yes,FT,"$7,351","$88,212 ",Married,11,1,Yes,Mexico,182 Mammo25th St #33,Wald Forge,FL,32254,No,No,No,9/6/2025,5/20/2019,No,10/10/1971,Immigrant,M,50,"$60,864.00",No
No,156-872-125,Immigrant,27,F,Asian ,No,BA,Yes,FT,"$5,653","$67,836 ",Married,8,2,No,United States,3623 Jockey Hollow Street ,Broussard,NJ,8611,No,No,No,8/15/2024,9/28/2017,No,10/20/1986,US Citizen,M,35,"$174,252.00",No
No,136-469-327,Immigrant,42,M,White,No,GED,No,FT,"$13,558","$162,696 ",Married,0,1,No,United States,5227 N 7th St,Suite 35 Cumming,FL,33010,No,No,Yes,1/31/2019,4/20/2024,Yes,12/1/1982,US Citizen,F,39,"$127,512.00",No
No,198-932-695,Immigrant,32,M,White,No,12th grade,No,FT,"$12,493","$149,916 ",Married,15,3,Yes,Dominican Republic,76rd Road ,Murfreesboro,CA,92501,No,Yes,Yes,3/28/2018,3/29/2016,No,11/25/1988,US Citizen,F,33,"$189,444.00",No
No,672-764-240,US Citizen,34,F,Asian ,No,BA,Yes,FT,"$11,962","$143,544 ",Married,8,0,No,United States,362 Beechwood Ter,Canton,IA,50701,No,No,Yes,12/10/2017,4/26/2022,Yes,4/9/1971,Immigrant,M,50,"$183,612.00",Yes
No,773-681-748,US Citizen,55,F,Asian ,No,HS,No,FT,"$5,082","$60,984 ",Divorced,7,3,Yes,United States,24 Martin St,Deer Park,TX,79109,No,No,Yes,9/7/2016,6/17/2018,Yes,9/23/1983,Immigrant,M,38,"$98,244.00",Yes
No,795-867-546,Immigrant,46,M,White,No,12th grade,No,FT,"$9,258","$111,096 ",Married,11,3,Yes,United States,64 N2 High St ,New York,NJ,8611,No,No,Yes,4/9/2022,8/15/2025,Yes,7/10/1974,US Citizen,F,47,"$150,084.00",No
No,954-577-476,US Citizen,23,F,Asian ,No,BA,Yes,FT,"$12,554","$150,648 ",Married,6,4,Yes,United States,Washington St ,Bridgeport,CA,91776,No,Yes,Yes,5/7/2024,5/10/2021,No,1/13/1986,Immigrant,M,35,"$141,432.00",No
No,652-267-180,Immigrant,24,F,White,No,GED,No,FT,"$7,679","$92,148 ",Married,12,0,No,United States,69381 State St #9230 New Ave ,Altamonte Springs,FL,33010,No,Yes,Yes,2/5/2025,7/19/2019,No,9/22/1981,US Citizen,M,40,"$172,752.00",No
No,417-230-247,Immigrant,48,M,Asian ,No,MA,Yes,FT,"$8,466","$101,592 ",Married,10,1,Yes,El Salvador,72 W Congress St ,Plaist City,IA,50701,No,Yes,Yes,12/6/2018,10/24/2019,Yes,9/22/1993,US Citizen,F,28,"$62,412.00",No
No,333-169-284,US Citizen,31,M,White,No,HS,No,FT,"$15,050","$180,600 ",Married,11,2,Yes,United States,76 NW. Fawn Street ,South Windsor,CA,91776,No,No,Yes,7/20/2017,8/25/2023,Yes,1/8/1997,Immigrant,F,24,"$80,652.00",No
No,446-703-418,Immigrant,45,F,White,No,BA,Yes,FT,"$11,320","$135,840 ",Married,8,4,No,United States,612 Deerfield Street ,Calume,FL,33010,No,No,Yes,2/21/2017,9/19/2025,Yes,12/6/1983,US Citizen,M,38,"$186,780.00",No
No,674-391-956,US Citizen,36,M,White,No,MA,Yes,FT,"$5,772","$69,264 ",Married,13,1,No,United States,216 East Ramblewood Street ,Elizabethtown,NJ,70800,No,No,Yes,2/4/2023,4/18/2020,No,3/17/1985,Immigrant,F,36,"$65,628.00",Yes
No,597-599-407,US Citizen,55,F,White,No,BA,Yes,FT,"$10,554","$126,648 ",Married,4,1,No,United States,87 Icia St ,Grastings,NJ,7660,No,Yes,Yes,3/2/2025,3/24/2016,No,12/13/1976,Immigrant,M,45,"$196,740.00",No
No,597-867-581,Immigrant,36,F,Asian ,No,BA,Yes,FT,"$12,536","$150,432 ",Married,0,3,No,United States,75 Mill Hill Ave ,Menples,NJ,8611,No,No,No,5/8/2025,12/11/2018,No,11/13/1986,US Citizen,M,35,"$186,072.00",No
No,110-559-655,US Citizen,30,F,White,No,MA,Yes,FT,"$14,586","$175,032 ",Married,5,4,No,United States,9219 Brickn Ave,Auashett,OH,45324,No,Yes,Yes,7/13/2023,7/20/2019,No,10/2/1989,Immigrant,M,32,"$83,124.00",No
No,974-957-685,Immigrant,46,F,White,No,GED,No,FT,"$10,941","$131,292 ",Married,0,4,No,United States,36 W. Carpenter Street ,Riverton,IA,50315,No,Yes,Yes,5/21/2021,5/25/2020,No,10/31/1998,US Citizen,M,23,"$118,740.00",No
No,767-985-476,Immigrant,55,M,White,No,HS,No,FT,"$16,671","$200,052 ",Married,7,1,Yes,United States,9219 Woodfield Ave,Corneliton,GA,18030,No,Yes,Yes,6/5/2023,4/27/2025,Yes,8/21/1981,US Citizen,F,40,"$148,008.00",No
No,183-156-696,Immigrant,35,F,White,No,12th grade,No,FT,"$14,982","$179,784 ",Married,1,2,Yes,United States,44 Mountain View Dr,North Worthttle,OH,45324,No,No,Yes,6/12/2016,6/10/2018,Yes,12/19/1974,US Citizen,M,47,"$188,508.00",No
No,603-465-722,Immigrant,43,F,White,No,BA,Yes,FT,"$15,858","$190,296 ",Married,7,5,No,United States,45 Conper St ,East Lansing,CA,91716,No,Yes,Yes,8/27/2019,6/18/2020,Yes,8/28/1981,US Citizen,M,40,"$184,524.00",No
No,312-502-279,US Citizen,52,F,White,No,BA,Yes,FT,"$5,245","$62,940 ",Married,4,4,Yes,United States,917 Green Hill Court ,Elizabeth City,FL,33010,No,Yes,Yes,9/20/2022,9/4/2019,No,10/21/1987,Immigrant,M,34,"$198,012.00",Yes
No,788-826-564,US Citizen,43,F,White,No,MA,Yes,FT,"$8,495","$101,940 ",Married,15,4,Yes,United States,173 S Duponme St,Portland,NV,89701,No,No,Yes,8/30/2022,6/1/2019,No,4/10/1992,Immigrant,M,29,"$187,884.00",Yes
No,316-682-244,US Citizen,29,F,White,No,HS,No,FT,"$11,725","$140,700 ",Married,3,4,Yes,United States,361 E Northake Hill St ,East Lan,MA,18030,No,No,Yes,6/8/2024,8/28/2017,No,3/13/1979,Immigrant,M,42,"$110,424.00",Yes
No,994-112-805,Immigrant,39,F,White,No,MA,Yes,FT,"$7,577","$90,924 ",Married,14,2,No,United States,323 San Pablo Street ,Beverly,OH,4577,No,No,No,10/4/2021,5/20/2018,No,9/4/1981,US Citizen,M,40,"$197,124.00",No
No,371-611-348,US Citizen,26,F,White,No,12th grade,No,FT,"$13,084","$157,008 ",Married,0,5,No,United States,369 Birchwood Street ,Kparaiso,CA,91776,No,Yes,Yes,6/4/2022,2/21/2024,Yes,11/20/1997,Immigrant,M,24,"$111,516.00",Yes
No,241-446-463,Immigrant,30,F,White,No,BA,Yes,FT,"$11,569","$138,828 ",Married,14,1,Yes,United States,7623 Careymore St ,Hicksville,IA,50701,No,Yes,Yes,3/2/2018,9/16/2018,Yes,9/15/1998,US Citizen,M,23,"$109,572.00",No
No,599-127-544,US Citizen,42,F,White,No,BA,Yes,FT,"$12,331","$147,972 ",Married,6,2,Yes,United States,5554 Scastt Drive ,Saint Louis,FL,33010,No,No,No,10/22/2024,2/27/2025,Yes,7/17/1972,Immigrant,M,49,"$94,368.00",Yes
No,955-189-228,US Citizen,39,F,Asian ,No,BA,Yes,FT,"$7,536","$90,432 ",Married,6,0,Yes,United States,33 Catherine St ,Laungieph,CA,91776,Yes,Yes,Yes,9/9/2018,9/8/2020,Yes,1/27/1975,Immigrant,M,46,"$193,056.00",Yes
No,542-151-495,US Citizen,28,F,Asian ,No,BA,Yes,FT,"$8,025","$96,300 ",Married,10,2,No,United States,7627 Prosperity Dr,Opa Locka,IA,50322,No,Yes,Yes,7/27/2018,8/22/2017,No,2/9/1996,Immigrant,M,25,"$138,384.00",Yes
No,784-478-765,Immigrant,50,F,White,No,GED,No,FT,"$5,824","$69,888 ",Married,13,2,Yes,United States,69 E Porturora Dr,Londoneley,CA,90016,Yes,No,Yes,11/2/2024,2/18/2017,No,9/30/1977,US Citizen,M,44,"$178,296.00",No
No,189-879-185,US Citizen,52,M,White,No,HS,No,FT,"$11,625","$139,500 ",Married,12,2,No,Cuba,49484 Southwyck Blvd,Sacatine,MA,18030,No,Yes,No,12/20/2023,10/16/2023,No,9/24/1998,Immigrant,F,23,"$102,612.00",Yes
No,411-860-864,US Citizen,34,F,White,No,12th grade,No,FT,"$13,721","$164,652 ",Married,5,4,No,United States,553 North River Drive ,Wellsville,NJ,89701,No,No,Yes,2/14/2023,5/8/2022,No,6/27/1976,Immigrant,M,45,"$92,112.00",Yes
No,787-410-382,US Citizen,33,M,Asian ,No,MA,Yes,FT,"$9,427","$113,124 ",Married,8,1,Yes,United States,74679 N Fieal Ave,Lorton,NJ,7660,No,Yes,Yes,6/21/2021,8/15/2020,No,10/10/1982,Immigrant,F,39,"$77,628.00",Yes
No,297-162-951,US Citizen,49,F,Asian ,No,MA,Yes,FT,"$16,413","$196,956 ",Married,0,2,No,United States,33 53rd Ave,Paducah,IA,50701,No,No,Yes,11/10/2023,10/19/2018,No,7/11/1989,Immigrant,M,32,"$127,200.00",Yes
No,750-707-155,US Citizen,22,M,White,No,12th grade,No,FT,"$5,912","$70,944 ",Married,2,5,Yes,United States,21 Santaew St,Memphis,NJ,8611,No,No,Yes,8/4/2017,11/4/2016,No,9/29/1982,Immigrant,F,39,"$109,332.00",Yes
No,222-807-522,Immigrant,34,F,Asian ,No,HS,No,FT,"$11,061","$132,732 ",Married,13,0,Yes,United States,734 N Sannkintoa Ave,Lakewood,NJ,8611,No,No,Yes,2/28/2025,2/7/2018,No,3/26/1975,US Citizen,M,46,"$109,824.00",No
No,460-314-660,Immigrant,39,M,Asian ,No,MA,Yes,FT,"$15,565","$186,780 ",Married,15,5,Yes,Cuba,55 Sunset Street ,Philadelphia,FL,33010,No,Yes,No,11/5/2016,5/16/2020,Yes,1/13/1989,US Citizen,F,32,"$134,784.00",No
No,557-763-715,Immigrant,47,M,White,No,HS,No,FT,"$8,592","$103,104 ",Married,8,0,Yes,United States,42 W. ,Newark,TX,3228,No,Yes,Yes,8/13/2024,10/22/2025,Yes,11/28/1981,US Citizen,F,40,"$108,936.00",No
No,583-725-590,US Citizen,48,M,White,No,12th grade,No,FT,"$6,335","$76,020 ",Married,12,3,Yes,Mexico,279 Garden St,Chicago,PA,17522,No,Yes,Yes,10/30/2018,6/16/2016,No,9/29/1992,Immigrant,F,29,"$202,764.00",Yes
No,586-562-341,US Citizen,48,M,White,No,HS,No,FT,"$11,331","$135,972 ",Married,11,1,Yes,Cuba,43 Hulen St ,Downurtown,TX,3228,Yes,Yes,Yes,3/18/2023,4/19/2017,No,10/12/1975,Immigrant,F,46,"$148,152.00",Yes
